count_index,name_item_prop,parsing_day,Нозология,Действующее вещество,Группа товара,Бренд,Производитель,Страна,Форма выпуска,Рецепт,Условия хранения,"Действующее вещество, сборное название","Состав, вес (кратко)",Фармакотерапевтическая группа,nosology_1,nosology_2,nosology_3,nosology_4,nosology_5,active_ingredient_1,active_ingredient_2,active_ingredient_3,active_ingredient_4,active_ingredient_5,active_ingredient_6,active_ingredient_7,active_ingredient_8,active_ingredient_9,active_ingredient_10,active_ingredient_11,active_ingredient_12,product_group_1,product_group_2,product_group_3,product_group_4,product_group_5,product_group_6,product_group_7,product_group_8,product_group_9,product_group_10,product_group_11,product_group_12,product_group_13
1535_2022-12-28,Флебодиа 600 таблетки 600мг №30,2022-12-28,"['Другие болезни капилляров', 'Венозная недостаточность (хроническая) (периферическая)', 'Лимфоотек, не классифицированный в других рубриках', 'Геморрой и перианальный венозный тромбоз']",['Диосмин'],['Здоровье ваших ног'],['Флебодиа'],['Innothera Chouzy/ Иннотера Шузи'],['Франция'],['Таблетки'],['Без рецепта'],['Не выше 30 С'],['Диосмин'],['600мг'],['Венотонизирующие внутренние средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1536_2022-12-28,Вамлосет таблетки 5мг+160мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Вамлосет'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан'],['5мг+160мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537_2022-12-28,Масло льняное капсулы 1000мг №60,2022-12-28,[],['Льняное масло'],['омега 3'],['Льняное масло'],"['ЗАО ""РеалКапс""']",['Россия'],['Капсулы для приема внутрь'],['Без рецепта'],['Не выше 25 С'],['Льняное масло'],['1000мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1538_2022-12-28,Моночинкве таблетки 40мг №30,2022-12-28,"['Стенокардия [грудная жаба]', 'Острый инфаркт миокарда', 'Застойная сердечная недостаточность']",['Изосорбида мононитрат'],[],['Моночинкве'],['Berlin-Chemie AG/ Берлин-Хеми '],['Германия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Изосорбида мононитрат'],['40мг'],['Антиангинальные средства'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539_2022-12-28,"Телзап плюс таблетки 80мг+12,5мг №30",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Телмисартан']",[],['Телзап плюс'],['Sanofi Ilac Sanofi ve Ticaret A.S./ Санофи Илач Санайи ве Тиджарет А.Ш.'],['Турция'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан+Гидрохлоротиазид'],['80мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540_2022-12-28,Диувер таблетки 5мг №60,2022-12-28,"['Хроническая почечная недостаточность', 'Эссенциальная [первичная] гипертензия', 'Застойная сердечная недостаточность', 'Фиброз и цирроз печени', 'Хронический нефритический синдром']",['Торасемид'],[],['Диувер'],['Teva Pharm. Industries/ Тева Фарм. Предприятие'],['Хорватия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Торасемид'],['5мг'],['Мочегонные средства (Диуретики)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541_2022-12-28,Роксера таблетки 20мг №90,2022-12-28,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Роксера'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['20мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542_2022-12-28,Метопролол таблетки 50мг №50,2022-12-28,"['Мигрень', 'Соматоформная дисфункция вегетативной нервной системы', 'Эссенциальная [первичная] гипертензия', 'Стенокардия [грудная жаба]', 'Острый инфаркт миокарда']",['Метопролол'],[],['Метопролол'],"['ООО ""Пранафарм""']",['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Метопролол'],['50мг'],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543_2022-12-28,Мексикор раствор для инъекций 50мг/мл ампулы 2мл №10,2022-12-28,"['Неврастения', 'Перитонит', 'Инфаркт мозга', 'Внутричерепная травма', 'Расстройства личности и поведения, обусловленные болезнью, повреждением или дисфункцией головного мозга']",['Этилметилгидроксипиридина сукцинат'],['Для памяти'],['Мексикор'],"['ООО ""Фермент Фирма""']",['Россия'],['Раствор для инъекций'],['Рецептурный'],['Не выше 25 С'],['Этилметилгидроксипиридина сукцинат'],['50мг/мл'],['Средства улучшающие мозговое кровообращение'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544_2022-12-28,Вамлосет таблетки 5мг+80мг №30,2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Амлодипин', 'Валсартан']",[],['Вамлосет'],['KRKA d.d./ КРКА'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Амлодипин+Валсартан'],['5мг+80мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545_2022-12-28,Телпрес таблетки 40мг №28,2022-12-28,['Эссенциальная [первичная] гипертензия'],['Телмисартан'],[],['Телпрес'],['Lab.Liconsa/Ликонса Лаб.'],['Испания'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан'],['40мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546_2022-12-28,"Телпрес плюс таблетки 40мг+12,5мг №28",2022-12-28,['Эссенциальная [первичная] гипертензия'],"['Гидрохлоротиазид', 'Телмисартан']",[],['Телпрес'],['Lab.Liconsa/Ликонса Лаб.'],['Испания'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Телмисартан+Гидрохлоротиазид'],['40мг+12.5мг'],['Средства снижающие давление'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547_2022-12-28,Розувастатин-Вертекс таблетки 10мг №30,2022-12-28,"['Чистая гиперхолестеринемия', 'Смешанная гиперлипидемия']",['Розувастатин'],[],['Розувастатин'],['АО «ВЕРТЕКС»'],['Россия'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Розувастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548_2022-12-28,Аторис таблетки 10мг №90,2022-12-28,"['Чистая гиперхолестеринемия', 'Чистая гиперглицеридемия', 'Смешанная гиперлипидемия']",['Аторвастатин'],[],['Аторис'],['KRKA d.d./ КРКА'],['Словения'],['Таблетки'],['Рецептурный'],['Не выше 25 С'],['Аторвастатин'],['10мг'],['Гиполипидемические средства (Статины)'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
